Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume
2020-02-29 19:00:00.000,0.02549800,0.02605400,0.02538800,0.02594700,75728.27800000,2020-03-01 06:59:59.999,1952.70397627,56815,37865.55100000,976.48159164
2020-03-01 07:00:00.000,0.02594000,0.02605000,0.02513900,0.02551000,85561.03100000,2020-03-01 18:59:59.999,2185.53354637,64267,41728.71400000,1065.52447894
2020-03-01 19:00:00.000,0.02552000,0.02579200,0.02540100,0.02566400,74162.02900000,2020-03-02 06:59:59.999,1897.20371329,51418,40181.66200000,1028.02148752
2020-03-02 07:00:00.000,0.02565900,0.02629900,0.02551800,0.02602900,95975.39800000,2020-03-02 18:59:59.999,2491.78818160,64629,48226.87600000,1252.21213442
2020-03-02 19:00:00.000,0.02603000,0.02614000,0.02577600,0.02608700,73906.72700000,2020-03-03 06:59:59.999,1917.76755920,49476,41156.29200000,1068.15267110
2020-03-03 07:00:00.000,0.02609500,0.02613800,0.02540900,0.02555500,80234.52500000,2020-03-03 18:59:59.999,2063.06701874,58353,38627.17400000,992.92264063
2020-03-03 19:00:00.000,0.02555600,0.02595200,0.02545000,0.02560800,68953.18100000,2020-03-04 06:59:59.999,1770.95982186,45560,35746.83300000,918.22247771
2020-03-04 07:00:00.000,0.02560800,0.02570000,0.02539100,0.02562700,59842.45900000,2020-03-04 18:59:59.999,1528.26598152,47971,30636.47600000,782.40589964
2020-03-04 19:00:00.000,0.02562700,0.02576500,0.02541100,0.02552000,82370.30800000,2020-03-05 06:59:59.999,2104.97769035,53881,38980.32200000,996.23496951
2020-03-05 07:00:00.000,0.02552100,0.02565800,0.02500800,0.02522100,77230.87200000,2020-03-05 18:59:59.999,1962.75588794,58493,36923.24000000,938.06363415
2020-03-05 19:00:00.000,0.02522100,0.02633100,0.02518800,0.02629800,98210.95200000,2020-03-06 06:59:59.999,2531.00716434,66297,50719.87000000,1306.83463094
2020-03-06 07:00:00.000,0.02629700,0.02684600,0.02601100,0.02682700,110668.46000000,2020-03-06 18:59:59.999,2907.89393617,63487,56258.79500000,1479.01685840
2020-03-06 19:00:00.000,0.02682000,0.02695000,0.02661200,0.02681100,90585.64900000,2020-03-07 06:59:59.999,2427.39981154,51204,44707.76000000,1197.93626915
2020-03-07 07:00:00.000,0.02681200,0.02749500,0.02664800,0.02669200,123732.51400000,2020-03-07 18:59:59.999,3339.30005109,79910,61803.62500000,1667.99584320
2020-03-07 19:00:00.000,0.02669200,0.02669500,0.02610600,0.02648700,87370.45800000,2020-03-08 07:59:59.999,2308.27334428,56101,45336.13000000,1197.87625339
2020-03-08 08:00:00.000,0.02648600,0.02651100,0.02445800,0.02481500,242041.00100000,2020-03-08 19:59:59.999,6181.31508840,136666,110333.85900000,2820.04895795
2020-03-08 20:00:00.000,0.02481800,0.02617200,0.02468100,0.02576800,177864.76000000,2020-03-09 07:59:59.999,4531.20579484,110598,90589.67100000,2308.40933596
2020-03-09 08:00:00.000,0.02576700,0.02607100,0.02485300,0.02557500,166800.32200000,2020-03-09 19:59:59.999,4228.91717090,99417,88311.91000000,2238.05560858
2020-03-09 20:00:00.000,0.02557200,0.02571700,0.02505700,0.02518200,103121.93600000,2020-03-10 07:59:59.999,2617.31919862,64180,52801.99600000,1340.16158110
2020-03-10 08:00:00.000,0.02518000,0.02562000,0.02509700,0.02542400,114561.39100000,2020-03-10 19:59:59.999,2901.68143830,70103,59807.83900000,1514.75629042
2020-03-10 20:00:00.000,0.02542400,0.02558100,0.02505400,0.02512500,71581.90400000,2020-03-11 07:59:59.999,1812.92601446,47849,37590.95900000,952.41101993
2020-03-11 08:00:00.000,0.02512400,0.02516300,0.02390000,0.02453200,142440.77400000,2020-03-11 19:59:59.999,3486.23831560,90460,74816.95900000,1831.71009549
2020-03-11 20:00:00.000,0.02452600,0.02457400,0.02099500,0.02251200,414322.11200000,2020-03-12 07:59:59.999,9449.60660479,236978,208337.86400000,4766.71384900
2020-03-12 08:00:00.000,0.02252800,0.02339400,0.02152200,0.02241000,518353.68000000,2020-03-12 19:59:59.999,11737.60382682,255232,259734.66600000,5882.79075190
2020-03-12 20:00:00.000,0.02241100,0.02536900,0.02180300,0.02362800,808628.60700000,2020-03-13 07:59:59.999,18952.90965048,425375,404128.41200000,9493.49719242
2020-03-13 08:00:00.000,0.02365100,0.02413500,0.02301100,0.02404800,588328.50800000,2020-03-13 19:59:59.999,13899.21646119,201438,297151.37100000,7025.41720162
2020-03-13 20:00:00.000,0.02405700,0.02443400,0.02361700,0.02362600,233450.14800000,2020-03-14 07:59:59.999,5607.11286292,101757,111527.48900000,2680.42632112
2020-03-14 08:00:00.000,0.02362600,0.02395000,0.02346900,0.02367000,142839.92900000,2020-03-14 19:59:59.999,3390.06733388,78194,71511.65500000,1697.90483822
2020-03-14 20:00:00.000,0.02367100,0.02382200,0.02306500,0.02322300,142497.71200000,2020-03-15 07:59:59.999,3328.42751566,71410,68327.34600000,1596.19203955
2020-03-15 08:00:00.000,0.02321700,0.02362900,0.02221400,0.02308700,187290.07900000,2020-03-15 19:59:59.999,4327.47845053,94279,97394.63900000,2251.79161789
2020-03-15 20:00:00.000,0.02308400,0.02330000,0.02201500,0.02278800,338072.08500000,2020-03-16 07:59:59.999,7676.44736395,147520,165900.66000000,3767.50670406
2020-03-16 08:00:00.000,0.02278400,0.02286900,0.02180400,0.02207600,238124.09000000,2020-03-16 19:59:59.999,5340.20661872,113940,114043.07000000,2559.15642224
2020-03-16 20:00:00.000,0.02207600,0.02257000,0.02196800,0.02201700,147698.13200000,2020-03-17 07:59:59.999,3271.35489182,71649,75594.97100000,1674.67535764
2020-03-17 08:00:00.000,0.02202200,0.02226100,0.02155600,0.02177100,124381.13200000,2020-03-17 19:59:59.999,2732.06534617,58728,61999.92600000,1361.58798493
2020-03-17 20:00:00.000,0.02177100,0.02203000,0.02168000,0.02193900,142092.38900000,2020-03-18 07:59:59.999,3104.57103511,55866,81848.40700000,1788.37354869
2020-03-18 08:00:00.000,0.02194000,0.02198900,0.02159900,0.02189000,207347.72400000,2020-03-18 19:59:59.999,4519.19271313,69206,99998.11900000,2179.29997235
2020-03-18 20:00:00.000,0.02189300,0.02222000,0.02180800,0.02203800,200357.17600000,2020-03-19 07:59:59.999,4412.69483273,87823,97930.18100000,2157.96949856
2020-03-19 08:00:00.000,0.02203800,0.02235300,0.02156300,0.02212400,305018.96800000,2020-03-19 19:59:59.999,6705.11263351,131685,154981.27100000,3410.29714241
2020-03-19 20:00:00.000,0.02212000,0.02277000,0.02171000,0.02187300,256761.69700000,2020-03-20 07:59:59.999,5676.73940889,120440,114683.43400000,2537.83838762
2020-03-20 08:00:00.000,0.02187300,0.02192200,0.02042700,0.02149800,231864.57000000,2020-03-20 19:59:59.999,4946.23965949,148314,112239.08700000,2395.33141431
2020-03-20 20:00:00.000,0.02149700,0.02157400,0.02111100,0.02134500,104691.35600000,2020-03-21 07:59:59.999,2241.18729189,63932,52749.23700000,1129.59757668
2020-03-21 08:00:00.000,0.02134000,0.02158200,0.02120500,0.02143400,105279.49400000,2020-03-21 19:59:59.999,2250.86765510,61800,56666.83800000,1212.51145400
2020-03-21 20:00:00.000,0.02143300,0.02152700,0.02119000,0.02127800,74238.50900000,2020-03-22 07:59:59.999,1584.25778900,40722,33503.35000000,714.99465823
2020-03-22 08:00:00.000,0.02126900,0.02133500,0.02081300,0.02102600,113633.20100000,2020-03-22 19:59:59.999,2394.39780814,72758,60219.86900000,1269.12095549
2020-03-22 20:00:00.000,0.02102900,0.02123600,0.02088000,0.02101600,74133.30500000,2020-03-23 07:59:59.999,1562.25988877,45289,37397.66000000,788.39156486
2020-03-23 08:00:00.000,0.02101100,0.02132700,0.02046000,0.02101000,159771.41900000,2020-03-23 19:59:59.999,3333.08188477,87623,76711.39800000,1601.78716358
2020-03-23 20:00:00.000,0.02101600,0.02113700,0.02046900,0.02089900,135060.74200000,2020-03-24 07:59:59.999,2807.63583862,75036,65320.73800000,1359.00685248
2020-03-24 08:00:00.000,0.02090000,0.02093700,0.02051100,0.02052900,96507.70200000,2020-03-24 19:59:59.999,1996.96666234,56749,47539.13100000,984.14267209
2020-03-24 20:00:00.000,0.02052600,0.02108300,0.02039200,0.02059500,133052.65300000,2020-03-25 07:59:59.999,2749.82558401,63536,65915.60400000,1362.57985320
2020-03-25 08:00:00.000,0.02059600,0.02061600,0.02030200,0.02037700,93973.07000000,2020-03-25 19:59:59.999,1920.04506835,51540,45704.85900000,934.09175573
2020-03-25 20:00:00.000,0.02037700,0.02053300,0.02027100,0.02038500,80437.73700000,2020-03-26 07:59:59.999,1641.00627646,45586,37347.46100000,761.88972503
2020-03-26 08:00:00.000,0.02038000,0.02065500,0.02019100,0.02054600,115398.32200000,2020-03-26 19:59:59.999,2348.32653677,69527,60404.92700000,1229.59699859
2020-03-26 20:00:00.000,0.02054800,0.02071100,0.02038200,0.02050400,111837.25300000,2020-03-27 07:59:59.999,2292.86134881,51015,45926.46100000,941.99651361
2020-03-27 08:00:00.000,0.02050400,0.02077700,0.02029900,0.02064800,96420.32700000,2020-03-27 19:59:59.999,1979.49695176,48392,42082.55200000,864.32334373
2020-03-27 20:00:00.000,0.02064700,0.02081700,0.02052100,0.02052200,135212.52200000,2020-03-28 07:59:59.999,2792.20953664,52934,67461.43200000,1393.10923445
2020-03-28 08:00:00.000,0.02052200,0.02135000,0.02050600,0.02099600,135215.72000000,2020-03-28 19:59:59.999,2809.65337490,54054,74267.69100000,1543.95992589
2020-03-28 20:00:00.000,0.02099700,0.02125000,0.02087600,0.02104300,56932.62900000,2020-03-29 07:59:59.999,1196.24858834,29708,25179.42800000,529.15416695
2020-03-29 08:00:00.000,0.02104400,0.02127400,0.02086800,0.02115800,95007.68600000,2020-03-29 19:59:59.999,2003.46040421,43149,48882.26200000,1031.04849791
2020-03-29 20:00:00.000,0.02115800,0.02129900,0.02077700,0.02099600,120835.62700000,2020-03-30 07:59:59.999,2535.30017231,47379,55783.13800000,1170.85633547
2020-03-30 08:00:00.000,0.02099600,0.02104000,0.02046000,0.02065700,113933.72300000,2020-03-30 19:59:59.999,2361.71373571,49195,51602.68500000,1069.25084529
2020-03-30 20:00:00.000,0.02065900,0.02068000,0.02040600,0.02064200,83911.17900000,2020-03-31 07:59:59.999,1723.69610815,43714,43261.61000000,889.00286920
2020-03-31 08:00:00.000,0.02064800,0.02085100,0.02049100,0.02070400,83811.15300000,2020-03-31 19:59:59.999,1732.21053816,34487,39910.49000000,825.47197037
2020-03-31 20:00:00.000,0.02070600,0.02101100,0.02069300,0.02101100,79859.10900000,2020-04-01 07:59:59.999,1671.09693379,33516,41655.11500000,871.55513955
2020-04-01 08:00:00.000,0.02101000,0.02115600,0.02039000,0.02042000,150694.68700000,2020-04-01 19:59:59.999,3129.70904817,53688,73100.70000000,1520.01304967
2020-04-01 20:00:00.000,0.02042200,0.02068900,0.02042000,0.02058400,69321.83800000,2020-04-02 07:59:59.999,1427.92670761,35980,28063.18900000,578.35210994
2020-04-02 08:00:00.000,0.02058400,0.02111200,0.02044500,0.02079700,223263.59900000,2020-04-02 19:59:59.999,4621.22236144,84745,110399.86900000,2287.56763290
2020-04-02 20:00:00.000,0.02079700,0.02100700,0.02075700,0.02086000,110323.85200000,2020-04-03 07:59:59.999,2303.24340332,41387,71523.23700000,1493.67374854
2020-04-03 08:00:00.000,0.02086500,0.02107700,0.02081100,0.02099000,98935.00300000,2020-04-03 19:59:59.999,2071.65403513,44877,49762.93300000,1042.31894638
2020-04-03 20:00:00.000,0.02099200,0.02105000,0.02081300,0.02102100,78057.48700000,2020-04-04 07:59:59.999,1634.18283600,36237,39593.94800000,829.19459002
2020-04-04 08:00:00.000,0.02102300,0.02122900,0.02085000,0.02101500,121276.68000000,2020-04-04 19:59:59.999,2554.05497229,42141,58533.63300000,1232.92198263
2020-04-04 20:00:00.000,0.02101500,0.02119900,0.02099400,0.02108400,48201.89800000,2020-04-05 07:59:59.999,1016.50851408,26993,23003.02400000,485.13598743
2020-04-05 08:00:00.000,0.02109100,0.02119300,0.02096600,0.02106300,64654.58100000,2020-04-05 19:59:59.999,1363.64408102,31164,29716.48100000,626.82575148
2020-04-05 20:00:00.000,0.02106800,0.02178100,0.02101300,0.02172700,180463.08300000,2020-04-06 07:59:59.999,3857.35077563,67249,85874.73900000,1835.24805581
2020-04-06 08:00:00.000,0.02173200,0.02344400,0.02162600,0.02337500,304910.96400000,2020-04-06 19:59:59.999,6877.80972293,114595,143717.67000000,3244.80374851
2020-04-06 20:00:00.000,0.02337700,0.02371700,0.02301000,0.02335100,246960.06900000,2020-04-07 07:59:59.999,5784.64554814,85664,116148.67800000,2720.11055812
2020-04-07 08:00:00.000,0.02335100,0.02347400,0.02274400,0.02287200,190394.99100000,2020-04-07 19:59:59.999,4417.89746534,77872,96659.79300000,2243.53189764
2020-04-07 20:00:00.000,0.02287200,0.02358800,0.02277200,0.02312900,151839.34900000,2020-04-08 07:59:59.999,3525.43824585,64118,72086.17200000,1672.99964776
2020-04-08 08:00:00.000,0.02313100,0.02353900,0.02309000,0.02351700,94105.09400000,2020-04-08 19:59:59.999,2196.45214689,44338,51119.70500000,1194.02326853
2020-04-08 20:00:00.000,0.02352000,0.02358400,0.02323000,0.02337700,81344.99300000,2020-04-09 07:59:59.999,1905.02071266,44386,39556.09000000,926.46460143
2020-04-09 08:00:00.000,0.02337500,0.02348600,0.02320900,0.02327500,78407.85800000,2020-04-09 19:59:59.999,1829.43462129,41416,44927.26300000,1048.51575809
2020-04-09 20:00:00.000,0.02328000,0.02334000,0.02242600,0.02288300,224683.34600000,2020-04-10 07:59:59.999,5160.12527406,85036,101774.76200000,2338.18720848
2020-04-10 08:00:00.000,0.02287900,0.02314700,0.02255100,0.02300300,129742.71700000,2020-04-10 19:59:59.999,2967.20753992,57260,64864.64200000,1483.37642882
2020-04-10 20:00:00.000,0.02300800,0.02326700,0.02293200,0.02310200,77677.32900000,2020-04-11 07:59:59.999,1795.46514921,34963,38503.43400000,890.06635835
2020-04-11 08:00:00.000,0.02310600,0.02312900,0.02274400,0.02302200,81467.50000000,2020-04-11 19:59:59.999,1869.47276813,33276,38181.59700000,876.59287534
2020-04-11 20:00:00.000,0.02302200,0.02312300,0.02283800,0.02307600,53017.51700000,2020-04-12 07:59:59.999,1219.69056801,26334,23408.02900000,538.64806138
2020-04-12 08:00:00.000,0.02307600,0.02321200,0.02281400,0.02297900,116480.91900000,2020-04-12 19:59:59.999,2680.94016886,48002,52392.58200000,1206.26283374
2020-04-12 20:00:00.000,0.02297700,0.02307300,0.02260000,0.02290900,153678.70500000,2020-04-13 07:59:59.999,3507.25333711,50700,72210.07000000,1649.12540900
2020-04-13 08:00:00.000,0.02290900,0.02311800,0.02270400,0.02285600,103260.06800000,2020-04-13 19:59:59.999,2364.52681942,37623,54127.24000000,1240.21041240
2020-04-13 20:00:00.000,0.02285600,0.02311400,0.02281800,0.02295200,64988.71000000,2020-04-14 07:59:59.999,1492.24963506,29460,30254.59800000,694.88520098
2020-04-14 08:00:00.000,0.02295400,0.02327300,0.02289500,0.02307200,106944.95000000,2020-04-14 19:59:59.999,2472.78737922,45327,51394.24400000,1188.63920339
2020-04-14 20:00:00.000,0.02306900,0.02332300,0.02285600,0.02325500,124503.05500000,2020-04-15 07:59:59.999,2881.26813477,37908,64621.53700000,1496.63088839
2020-04-15 08:00:00.000,0.02325500,0.02339400,0.02299600,0.02306700,144710.14100000,2020-04-15 19:59:59.999,3363.67803730,41838,73009.92400000,1697.25085883
2020-04-15 20:00:00.000,0.02306700,0.02473700,0.02288600,0.02420000,255680.86900000,2020-04-16 07:59:59.999,6059.60738472,95699,125973.39000000,2980.10967269
2020-04-16 08:00:00.000,0.02420100,0.02451600,0.02414200,0.02426200,146133.51100000,2020-04-16 19:59:59.999,3555.48792127,51438,64370.58700000,1566.64608114
2020-04-16 20:00:00.000,0.02426700,0.02433400,0.02387700,0.02393300,100959.60300000,2020-04-17 07:59:59.999,2436.61567417,38570,45400.16000000,1096.14729049
2020-04-17 08:00:00.000,0.02393400,0.02447900,0.02393400,0.02428500,90084.89000000,2020-04-17 19:59:59.999,2180.46823085,36191,49502.44700000,1197.91347769
2020-04-17 20:00:00.000,0.02428500,0.02454500,0.02427500,0.02450600,74880.97700000,2020-04-18 07:59:59.999,1828.52078790,31065,41832.59100000,1021.48885223
2020-04-18 08:00:00.000,0.02450600,0.02602800,0.02447300,0.02585500,221870.16300000,2020-04-18 19:59:59.999,5623.99665133,79981,119395.96100000,3028.28911184
2020-04-18 20:00:00.000,0.02585400,0.02599300,0.02516200,0.02553900,147937.52800000,2020-04-19 07:59:59.999,3791.70623832,52093,66424.55600000,1703.10045786
2020-04-19 08:00:00.000,0.02553800,0.02556300,0.02493100,0.02528200,133407.55400000,2020-04-19 19:59:59.999,3375.32289545,53872,63454.66200000,1607.08963731
2020-04-19 20:00:00.000,0.02527600,0.02586600,0.02516600,0.02523400,131228.30800000,2020-04-20 07:59:59.999,3344.57949298,51110,65972.51100000,1681.91506576
2020-04-20 08:00:00.000,0.02523400,0.02555500,0.02468100,0.02492800,194154.88000000,2020-04-20 19:59:59.999,4889.05361103,74323,91728.84400000,2310.97615646
2020-04-20 20:00:00.000,0.02492800,0.02530400,0.02481100,0.02489800,101042.93500000,2020-04-21 07:59:59.999,2528.94862561,40150,50843.42500000,1273.41620536
2020-04-21 08:00:00.000,0.02490900,0.02523200,0.02487500,0.02495500,92983.38000000,2020-04-21 19:59:59.999,2326.19493440,42723,47233.18000000,1181.97274509
2020-04-21 20:00:00.000,0.02495600,0.02529500,0.02489400,0.02523300,87999.70300000,2020-04-22 07:59:59.999,2212.51310917,33861,46057.26700000,1158.25555806
2020-04-22 08:00:00.000,0.02523400,0.02574100,0.02520900,0.02564700,132752.48900000,2020-04-22 19:59:59.999,3392.92813044,47921,62522.08600000,1597.77252531
2020-04-22 20:00:00.000,0.02564700,0.02602300,0.02534500,0.02573200,172286.92800000,2020-04-23 07:59:59.999,4426.37120735,56541,93618.92400000,2406.21181259
2020-04-23 08:00:00.000,0.02573300,0.02581300,0.02460000,0.02479500,244994.44500000,2020-04-23 19:59:59.999,6159.72534333,76183,103634.64600000,2607.16843691
2020-04-23 20:00:00.000,0.02479800,0.02510000,0.02475000,0.02484900,122817.23800000,2020-04-24 07:59:59.999,3064.41329684,41874,50918.37200000,1270.81303726
2020-04-24 08:00:00.000,0.02485000,0.02508600,0.02484400,0.02499000,92233.87300000,2020-04-24 19:59:59.999,2303.73439579,40316,45927.19400000,1147.18503502
2020-04-24 20:00:00.000,0.02499300,0.02593200,0.02491600,0.02569100,140288.21100000,2020-04-25 07:59:59.999,3594.14414187,55358,88382.12000000,2265.37698723
2020-04-25 08:00:00.000,0.02569100,0.02584500,0.02549900,0.02576300,75391.17700000,2020-04-25 19:59:59.999,1938.97478407,44465,36211.06000000,931.28479437
2020-04-25 20:00:00.000,0.02576300,0.02585200,0.02555000,0.02569900,62513.46700000,2020-04-26 07:59:59.999,1608.12367041,33725,31815.50100000,818.41706584
2020-04-26 08:00:00.000,0.02569700,0.02596700,0.02550500,0.02565900,95058.04700000,2020-04-26 19:59:59.999,2445.40769525,48908,44726.55800000,1151.10604093
2020-04-26 20:00:00.000,0.02566400,0.02569700,0.02532800,0.02538500,102653.10700000,2020-04-27 07:59:59.999,2615.79138313,45697,55972.23000000,1426.14986458
2020-04-27 08:00:00.000,0.02538500,0.02542400,0.02487500,0.02525900,126287.86000000,2020-04-27 19:59:59.999,3178.18377557,48654,65311.54100000,1644.54020019
2020-04-27 20:00:00.000,0.02525200,0.02544300,0.02510100,0.02535400,96202.24400000,2020-04-28 07:59:59.999,2429.58187865,37312,43332.61800000,1094.88301170
2020-04-28 08:00:00.000,0.02535400,0.02549300,0.02527400,0.02536100,80176.36100000,2020-04-28 19:59:59.999,2034.76657783,35012,37218.15500000,944.68987546
2020-04-28 20:00:00.000,0.02536000,0.02600000,0.02528800,0.02553100,177447.62100000,2020-04-29 07:59:59.999,4555.70780790,65159,98330.92200000,2526.87627586
2020-04-29 08:00:00.000,0.02552600,0.02562900,0.02419900,0.02453400,273571.79300000,2020-04-29 19:59:59.999,6813.15627815,115178,117480.70600000,2926.96223833
2020-04-29 20:00:00.000,0.02453600,0.02466300,0.02361900,0.02395900,257303.22100000,2020-04-30 07:59:59.999,6213.88650217,110260,122826.87300000,2965.09727645
2020-04-30 08:00:00.000,0.02395400,0.02427400,0.02361000,0.02389500,119411.27700000,2020-04-30 19:59:59.999,2857.76883492,71374,66039.20700000,1580.53806192
2020-04-30 20:00:00.000,0.02389800,0.02436700,0.02388800,0.02393000,110339.61000000,2020-05-01 07:59:59.999,2663.71183700,62415,55557.15900000,1341.05596019
